9257|35391|294343|241|1720|1900|01_17
4784|21656|269874|152|574|2400|01_23
24228|81425|438744|371|18204|7000|01_30
24228|63236|340413|414|4946|4600|02_04
21317|83002|394959|448|7677|7300|02_07
20069|68550|417801|374|8724|8000|02_09
8842|34396|306548|470|2961|4600|02_11
11746|44547|429264|310|5455|8100|02_23
